Details,Posting Date,Description,Amount,Category
DEBIT,12/25/2025,DAVE AND BUSTERS,-86.17,Entertainment
DEBIT,12/25/2025,PY *WAYFAIR HOME,-18.26,Shopping
CREDIT,12/25/2025,ONLINE TRANSFER,133.71,Transfer
DEBIT,12/25/2025,OLD NAVY STORE 30645,-60.57,Shopping
DEBIT,12/26/2025,DELTA AIR LINES LLC,-373.05,Travel
DEBIT,12/26/2025,corner cafe,-5.92,Dining
DEBIT,12/26/2025,PLAYSTATION STORE.COM,-30.43,Entertainment
DEBIT,12/26/2025,caltrain store 26063,-43.39,Transport
DEBIT,12/26/2025,GROCERY OUTLET INC,-215.63,Grocery
CREDIT,12/26/2025,online transfer inc,209.64,Transfer
DEBIT,12/26/2025,AC TRANSIT,-75.23,Transport
DEBIT,12/26/2025,KAISER PERMANENTE INC,-15.64,Healthcare
CREDIT,12/27/2025,PAYPAL TRANSFER,1468.20,Transfer
DEBIT,12/27/2025,ARCO GAS.COM,-44.50,Transport
DEBIT,12/27/2025,BART INC,-2.02,Transport
DEBIT,12/27/2025,TST* APPLE STORE #62215,-73.39,Shopping
CREDIT,12/27/2025,PAYPAL TRANSFER LLC,147.38,Transfer
DEBIT,12/27/2025,SQ *NORDSTROM INC,-15.68,Shopping
DEBIT,12/27/2025,NIKE.COM,-313.09,Shopping
DEBIT,12/28/2025,TARGET LLC,-28.33,Shopping
DEBIT,12/28/2025,panda express inc,-14.19,Dining
DEBIT,12/28/2025,SPROUTS FARMERS MARKET LLC,-18.02,Grocery
DEBIT,12/28/2025,THAI KITCHEN INC,-7.10,Dining
DEBIT,12/28/2025,KAISER PERMANENTE INC,-232.13,Healthcare
DEBIT,12/28/2025,WAYFAIR HOME,-15.04,Shopping
DEBIT,12/29/2025,NORDSTROM INC,-79.37,Shopping
DEBIT,12/29/2025,PHILZ COFFEE,-24.32,Dining
DEBIT,12/29/2025,PAYPAL *TICKETMASTER EVENTS #37922,-76.89,Entertainment
DEBIT,12/29/2025,MACYS,-15.60,Shopping
DEBIT,12/29/2025,STUBHUB TICKETS,-9.59,Entertainment
DEBIT,12/29/2025,GOLDEN GATE GRILL,-35.93,Dining
DEBIT,12/29/2025,CKCD CVS PHARMACY SAN JOSE CA,-212.49,Healthcare
DEBIT,12/30/2025,valvoline oil store 67119,-2.10,Transport
DEBIT,12/30/2025,PAYPAL *DOORDASH INC,-21.00,Dining
DEBIT,12/30/2025,UNIQLO MOUNTAIN VIEW CA,-170.84,Shopping
DEBIT,12/30/2025,SQ *TARGET,-200.31,Shopping
DEBIT,12/30/2025,LYFT RIDE,-51.43,Transport
DEBIT,12/30/2025,LUCKY SUPERMARKET LLC,-63.77,Grocery
DEBIT,12/30/2025,BERKELEY BOWL MARKET,-138.12,Grocery
DEBIT,12/30/2025,PY *COSTCO,-81.36,Shopping
DEBIT,12/30/2025,BERKELEY BOWL MARKET.COM,-105.55,Grocery
DEBIT,12/30/2025,TAQUERIA EL SOL LLC,-41.63,Dining
DEBIT,12/30/2025,99 RANCH MARKET,-31.87,Grocery
DEBIT,12/31/2025,PAYPAL *H AND M DALY CITY CA,-97.23,Shopping
DEBIT,12/31/2025,THAI KITCHEN STORE 84844,-5.24,Dining
DEBIT,12/31/2025,PAYPAL *BLUE BOTTLE COFFEE #5322,-32.84,Dining
DEBIT,12/31/2025,H AND M BERKELEY CA,-41.51,Shopping
